"Date","SP500","R_10Y","DJUBSCOM","USDX"
"1999-08-03","-9.28806656793871","-11.0132942591795","-8.62501460114825","-11.1509806580344"
"1999-08-04","-8.89567184210151","-11.0200396792898","-12.6177602786549","-10.5419053820765"
"1999-08-05","-8.80699078759881","-9.17390432800857","-13.1455163868382","-11.0403425128946"
"1999-08-06","-9.04843439763092","-8.12101516133488","-10.3103064813342","-11.3413132969888"
"1999-08-09","-10.6225405029752","-9.68031514564838","-10.844637591284","-12.1083280186603"
"1999-08-10","-8.47210122379164","-10.2720722866433","-13.3896928552582","-11.4902505372635"
"1999-08-11","-9.30538351810555","-10.6383509536974","-12.5868679590617","-11.7804709281058"
"1999-08-12","-9.87992833304083","-10.2424903312399","-11.6380548295309","-12.274916594012"
"1999-08-13","-8.60599699389966","-9.02520654917689","-12.4957034299706","-10.3995636182384"
"1999-08-16","-10.6880241894267","-11.0301153431175","-14.7678485654564","-11.8801554094826"
"1999-08-17","-9.94567938407693","-9.18067284695714","-11.8468538437016","-11.6304519785489"
"1999-08-18","-10.4421360014083","-10.5585389455885","-12.7298219291863","-11.1625605021805"
"1999-08-19","-9.67255863470564","-10.1853906085942","-12.9940631261267","-9.81846150194126"
"1999-08-20","-10.2719068897436","-10.9997347813323","-11.2775306691892","-12.0030894135184"
"1999-08-23","-9.10717700127931","-12.3860349271153","-14.3788747215738","-9.16207381591677"
"1999-08-24","-9.49420451118009","-9.60660275352489","-13.8904906979165","-10.2451376285827"
"1999-08-25","-9.13956791725231","-9.12934160532468","-10.6291005236818","-10.3486184878118"
"1999-08-26","-9.44909788957169","-10.5069890659148","-12.407384369977","-11.5591439133964"
"1999-08-27","-9.63254344141952","-10.1648421211264","-11.7210865571376","-12.7958403484523"
"1999-08-30","-8.75754448385725","-7.9880267110241","-10.4501300518546","-11.9823336297925"
"1999-08-31","-8.84986119233097","-9.19414154755244","-11.7568572038566","-10.0417746731936"
"1999-09-01","-10.6411467542701","-10.5821482684721","-11.8122559599619","-11.4561777819582"
"1999-09-02","-8.85575968224524","-10.2292010257782","-12.658813442066","-10.1192807826559"
"1999-09-03","-8.1091777732423","-8.81938456616662","-11.9071243472157","-10.6907272705233"
"1999-09-07","-10.5065022102343","-10.565312953417","-9.74549446281406","-11.3557488048596"
"1999-09-08","-9.66839144375313","-9.63035270140956","-12.3571906077852","-11.8671715518048"
"1999-09-09","-10.1788032287121","-10.5754311387333","-12.3093272891011","-12.2634976971586"
"1999-09-10","-10.5666803919462","-10.1955862193732","-10.6094550353995","-9.8089446436859"
"1999-09-13","-10.8325092271388","-13.7842002111217","-12.2600062185294","-11.4012112388104"
"1999-09-14","-10.2000951559109","-9.63035270140956","-13.8195024903314","-10.954523654274"
"1999-09-15","-8.65748119504978","-9.89235704716826","-9.63644786349106","-11.1301675374075"
"1999-09-16","-9.14570212018288","-11.5835877127636","-12.8753930810258","-14.3113583463992"
"1999-09-17","-9.50133066310577","-11.5665807337777","-11.8077912557293","-12.77734653134"
"1999-09-20","-11.3109477859914","-10.1853906085942","-12.0593505436821","-12.1137318183135"
"1999-09-21","-8.36097880798134","-11.0166698130482","-11.7054327434719","-9.668116583412"
"1999-09-22","-9.5483783731133","-11.5903502165002","-13.0491940849472","-10.4919670648717"
"1999-09-23","-8.080695541954","-10.1887949239143","-11.6410113598387","-11.8613514495142"
"1999-09-24","-9.61145355596915","-10.5139396381979","-11.434563254285","-11.013798435041"
"1999-09-27","-9.59399634354687","-11.5494278942766","-15.6892758373792","-11.1423521132301"
"1999-09-28","-8.55926551801762","-9.86512193932627","-11.2086304390505","-10.4883352391876"
"1999-09-29","-9.26834477541965","-10.2023545316099","-10.8331716222953","-10.6493233665753"
"1999-09-30","-9.06204024793126","-9.63035270140956","-13.0136182567499","-10.7437891037816"
"1999-10-01","-9.60763484921772","-9.64044554215675","-10.9066939980094","-11.0768845000027"
"1999-10-04","-9.18645868722518","-10.578792523624","-11.6488944697651","-11.1738238199416"
"1999-10-05","-8.56082536073478","-9.19749459727014","-12.0309653901344","-11.1440607103937"
"1999-10-06","-9.01432433311523","-12.4330960105772","-13.1558378304136","-10.9589043405104"
"1999-10-07","-10.1246303715629","-9.93252668046439","-11.2109395977187","-11.5003306374093"
"1999-10-08","-8.97998056013427","-9.92255965782154","-10.7048432588808","-10.6693072879406"
"1999-10-11","-11.7423338596927","-9.92255965782154","-10.8231400267499","-13.0540341575024"
"1999-10-12","-9.08857621139263","-12.4463411163027","-9.62664198655722","-10.5391388142867"
"1999-10-13","-8.53749226439546","-9.67702286867893","-11.781300076954","-11.0437270537929"
"1999-10-14","-9.14291526370071","-9.96539585273484","-9.68285672590672","-10.892948760582"
"1999-10-15","-8.02668975666732","-8.58066586292973","-10.0229156895275","-10.3810667839992"
"1999-10-18","-9.23686142995834","-10.6252681774557","-12.9643923551984","-11.6784436238118"
"1999-10-19","-8.85429744598745","-9.96539585273484","-11.2266808251654","-11.2998376268373"
"1999-10-20","-8.64783306582271","-11.6730069464614","-16.4613528696442","-10.2004084248211"
"1999-10-21","-8.98312020322865","-10.2785870540693","-12.7956344785279","-11.4478208078861"
"1999-10-22","-8.89952613669342","-10.6513487053582","-11.1945045117418","-10.0326237495732"
"1999-10-25","-9.85382333378644","-10.6674779998689","-13.2570523067729","-12.1280553081861"
"1999-10-26","-9.20235893366064","-10.2980049873911","-11.0109667911298","-10.4288947127096"
"1999-10-27","-9.46415395388031","-11.6794742369548","-14.255464716557","-10.0509280891053"
"1999-10-28","-7.74200890215458","-9.69343032271205","-9.43815137613514","-11.5992418522776"
"1999-10-29","-8.59556260342583","-9.66711339411982","-11.921177032328","-10.4028692620958"
"1999-11-01","-10.2823387697158","-11.0567382289598","-10.3315392201993","-10.6794396433552"
"1999-11-02","-9.18302066632729","-10.2424903312399","-14.230825580181","-11.9451250056758"
"1999-11-03","-10.3747458201301","-9.92255965782154","-13.218841627372","-11.4093261987513"
"1999-11-04","-10.1069903040751","-11.0267624253342","-13.0387350798736","-9.47954472295777"
"1999-11-05","-9.0464177069258","-9.38971294633365","-11.3530324209791","-11.3575459392816"
"1999-11-08","-10.0647735889948","-12.4029698616926","-12.8521785069146","-10.7826765195303"
"1999-11-09","-9.25325356915199","-11.5970899314441","-11.7534941670811","-11.6171072540672"
"1999-11-10","-9.55354281192969","-9.40989891819463","-12.1918295111321","-11.5742017338521"
"1999-11-11","-10.8832978111018","-9.40989891819463","-12.0677875235904","-12.5066840597129"
"1999-11-12","-8.84768074758818","-11.0166698130482","-10.6308918810477","-11.0708134057222"
"1999-11-15","-11.8196904376759","-13.7875785919099","-12.1495570550993","-13.2700328372009"
"1999-11-16","-9.00389960852278","-9.8957355050769","-12.9086263464891","-11.5122255900478"
"1999-11-17","-10.4404875053071","-10.2292010257782","-14.1473473644527","-10.2551934396899"
"1999-11-18","-10.1708361131794","-10.6087934334095","-9.78750463658023","-9.87532178033926"
"1999-11-19","-11.5344828198524","-11.0567382289598","-11.9385908119639","-10.933001321525"
"1999-11-22","-10.4664630228016","-12.4562176974254","-13.6194767145969","-11.6689708025402"
"1999-11-23","-9.37031062282486","-12.4529309200201","-11.4198705381471","-11.9298146376991"
"1999-11-24","-9.47598899737311","-11.646926603354","-12.9322773133229","-10.2346392606649"
"1999-11-26","-11.1201175516527","-12.4594990822289","-12.9322773133229","-10.6348915570082"
"1999-11-29","-10.4754487637914","-9.46601027201","-11.0139480369723","-10.8427069386871"
"1999-11-30","-9.17964644527351","-10.2883195870163","-9.89699701589941","-11.1600175616444"
"1999-12-01","-10.4088765649261","-10.2980049873911","-10.1404506867255","-11.1617827118612"
"1999-12-02","-10.6590021142089","-11.1089438473513","-10.3844478187648","-11.1357669485538"
"1999-12-03","-8.25206636427011","-9.71294322293026","-12.5887227063582","-12.756008147171"
"1999-12-06","-10.0117560742401","-12.4725710474562","-11.649331510588","-9.08632280806451"
"1999-12-07","-9.79250473595719","-11.0764753736264","-11.356778130705","-11.2014177325149"
"1999-12-08","-10.5884230260655","-11.0797460436325","-9.90448659720991","-12.2333586911522"
"1999-12-09","-8.92562136249765","-12.4627750920971","-10.6674779998689","-10.9654283536883"
"1999-12-10","-9.99025897183618","-10.258978739747","-11.2118297284631","-12.4168094052103"
"1999-12-13","-10.6486101285109","-11.6403530293106","-12.9541774770559","-12.6051980102085"
"1999-12-14","-9.88945117633827","-9.4692624213273","-10.923468430698","-10.5714370421391"
"1999-12-15","-9.40898290844477","-10.2980049873911","-13.7184655538735","-12.6867422114473"
"1999-12-16","-10.1458187223754","-10.6834782558775","-10.6163106094596","-10.2777985146119"
"1999-12-17","-10.4147439279809","-10.6866630035732","-11.7650113712371","-9.58148142895942"
"1999-12-20","-9.74845866130195","-9.75457917207259","-15.1344579141395","-11.064174791918"
"1999-12-21","-9.39172639564816","-10.3362842521288","-13.392268284965","-12.6018518768872"
"1999-12-22","-10.7804256767307","-11.1566791324953","-15.3847751866343","-12.5390437460579"
"1999-12-23","-9.11338841037721","-10.348882906457","-12.9290391417965","-10.9660214489211"
"1999-12-27","-10.5582177617703","-11.7430223175039","-12.6254849053857","-13.2799456329961"
"1999-12-28","-11.0030715396559","-11.7461473295839","-13.2063384623769","-11.2148632454998"
"1999-12-29","-11.0279593203943","-12.5523902355802","-14.3263227929057","-12.1430960418853"
"1999-12-30","-10.8992263261796","-11.7367576064813","-10.6253977028002","-11.6097151684014"
"1999-12-31","-10.2877941599142","-10.3614026931276","-10.6253977028002","-12.6669390702708"
"2000-01-03","-8.22896544851035","-9.3829387571757","-13.0047380077238","-9.15867032288374"
"2000-01-04","-7.43068514114482","-10.3954333917237","-10.1226612943093","-11.0308652268797"
"2000-01-05","-8.35661978232697","-9.59519335303072","-12.8974635139777","-10.7736768676936"
"2000-01-06","-9.53879033802846","-10.7738372155921","-11.1034229451838","-10.4856713792322"
"2000-01-07","-8.1226925089841","-9.59213982123757","-10.5127975322752","-11.4701667158203"
"2000-01-10","-9.32009000845301","-11.7924458587446","-11.7718541474807","-11.5889598043019"
"2000-01-11","-9.19668175002236","-10.1190795311754","-11.1123798763331","-11.2270826361364"
"2000-01-12","-10.072216038752","-10.440924987396","-10.7933265126581","-11.0356578364331"
"2000-01-13","-9.39057543194178","-9.86254952992234","-11.9305846016147","-11.4369502573723"
"2000-01-14","-9.29443035777127","-8.88095554409317","-10.4236262112383","-10.117837718992"
"2000-01-18","-10.3322422636815","-10.4588357942592","-9.48486449350107","-11.7292926845885"
"2000-01-19","-10.4996569014966","-12.6530981642892","-10.6869935958185","-11.9033160325045"
"2000-01-20","-8.97615868402676","-10.1549824229441","-10.7811928797395","-10.4679286358977"
"2000-01-21","-10.355318536159","-10.8427069386871","-9.43394226531177","-10.6795394604423"
"2000-01-24","-7.39824790056213","-9.88048729741387","-10.9152577485989","-12.1027739296219"
"2000-01-25","-9.01081726247973","-10.8100649651591","-13.0340441700041","-11.2914485853085"
"2000-01-26","-10.4538790084073","-10.8070709246666","-10.0974531904568","-12.5521946075402"
"2000-01-27","-7.76289486850933","-7.00233176994418","-11.6318989381932","-10.7036411121735"
"2000-01-28","-7.98218747365283","-7.75776436814891","-10.9377595017625","-9.50612633460981"
"2000-01-31","-7.88343035860203","-9.22411851514475","-10.5527795419274","-9.92010112274266"
"2000-02-01","-8.86245834856704","-10.7920331181478","-12.1094352485344","-10.9792216211491"
"2000-02-02","-9.84395373577628","-9.40117666769744","-9.81145059934551","-10.7435579991204"
"2000-02-03","-8.9137116482679","-7.771995340306","-11.4790319533388","-9.21415682992782"
"2000-02-04","-10.0942070787988","-8.99369927520065","-8.90545000277274","-9.73890796878261"
"2000-02-07","-10.283790203357","-10.1100021900988","-9.58094114047334","-11.3383229683247"
"2000-02-08","-9.81929079520635","-11.2307621466018","-11.1189960115614","-10.8072629848485"
"2000-02-09","-8.5600438817507","-9.40721919817016","-10.5457857909077","-10.6732760078231"
"2000-02-10","-10.0240912277123","-9.20903479535822","-9.69302493999529","-10.7766888538973"
"2000-02-11","-8.23213815454563","-11.2398325122087","-10.7355703904841","-11.1161891520006"
"2000-02-14","-10.1552521567339","-9.83837946316329","-13.6348712521614","-10.3540024932885"
"2000-02-15","-8.5976948367669","-11.2155528540109","-11.8904775393465","-10.8940419275029"
"2000-02-16","-9.61452151114648","-12.6049029882388","-13.0556572064662","-11.2717855027081"
"2000-02-17","-9.52055182567488","-9.59213982123757","-12.1331405002945","-10.3701970066099"
"2000-02-18","-7.92447302971902","-9.81698835224942","-13.7383298484045","-10.945994845775"
"2000-02-22","-8.89329749184006","-9.14441070346362","-11.5382500893056","-12.1996047902887"
"2000-02-23","-8.80310486054299","-10.3582800863236","-15.240269455542","-11.4190623612498"
"2000-02-24","-8.3244210103917","-10.0358609820155","-14.6075411990446","-10.2268919625555"
"2000-02-25","-8.43562563223396","-8.66674206719101","-12.0175096395786","-9.6356798608059"
"2000-02-28","-8.27089914911023","-9.53950350133164","-14.5885109716463","-10.2048473368689"
"2000-02-29","-9.30407471164466","-11.1785715970497","-12.230070661123","-9.64861604297833"
"2000-03-01","-9.80005542414193","-10.7182346262804","-10.3190485527031","-9.4837371193431"
"2000-03-02","-9.90503477250772","-10.7244895817375","-12.1579730611036","-10.0025936527473"
"2000-03-03","-8.75914535016508","-10.348882906457","-10.5006164897362","-11.2349245044377"
"2000-03-06","-9.06638795510963","-11.7492674664124","-10.9543248356307","-10.7409485608914"
"2000-03-07","-7.6778996308279","-10.3614026931276","-11.0984738272285","-11.4031844758948"
"2000-03-08","-8.84536537658798","-10.7150997973108","-8.88196675068625","-10.7224569831934"
"2000-03-09","-7.9125183141917","-11.1440607103937","-10.2910202374333","-11.2615960577535"
"2000-03-10","-9.38539265662735","-11.7367576064813","-13.4506911640197","-12.1237538194681"
"2000-03-13","-8.45472207626548","-9.31144419506992","-12.9363218085917","-10.9064348277445"
"2000-03-14","-8.30726839433478","-9.32091579791999","-14.6574206107576","-11.6063359062593"
"2000-03-15","-8.04762208393852","-9.50788122205454","-13.3526113539666","-13.5532778176263"
"2000-03-16","-7.15382259644388","-10.6770935059008","-11.3248568812369","-11.0975444781669"
"2000-03-17","-9.24155643145704","-10.6610418830526","-14.3183402026435","-12.1603292225324"
"2000-03-20","-9.42565742658465","-10.6545849873259","-10.3663481483287","-11.9225718697593"
"2000-03-21","-7.86816221840955","-9.70970426521816","-18.0246601271988","-10.8013736732516"
"2000-03-22","-9.88745719440994","-11.6534786421352","-12.0358285644311","-11.7273235917403"
"2000-03-23","-8.27847438521021","-9.93583801362606","-13.8554028233288","-10.1596560090718"
"2000-03-24","-8.52190242658511","-10.2753323230346","-13.4205034101333","-10.6456248133016"
"2000-03-27","-10.1140678547835","-10.3012230589907","-12.6083552968162","-10.0253609144623"
"2000-03-28","-9.64984022605159","-10.2883195870163","-11.2513035722012","-11.0107231167511"
"2000-03-29","-9.30172877478964","-10.2850806689458","-11.2608380827096","-10.597822601237"
"2000-03-30","-8.1291098204034","-7.93532622893702","-12.9498359236876","-10.93869077816"
"2000-03-31","-8.51289891108163","-9.42988317986036","-10.9344996515615","-11.2538131617655"
"2000-04-03","-9.62705055081306","-11.0434710846668","-10.9601292151382","-10.9925411542402"
"2000-04-04","-6.2042367577924","-7.1007272722349","-11.3159359870933","-8.93758383006443"
"2000-04-05","-8.93515602040588","-8.48046884016455","-10.9571479877521","-10.7692622550465"
"2000-04-06","-9.25634749482572","-10.209100015663","-11.7930698534394","-12.1631829754437"
"2000-04-07","-9.95256650428219","-8.5076827157752","-11.1348049835087","-11.324601916197"
"2000-04-10","-9.32280421948331","-10.1682815639154","-10.7553057671567","-11.6452852342983"
"2000-04-11","-9.12725696223746","-7.85760039730093","-11.5911939239761","-11.3588927311426"
"2000-04-12","-8.10945563437571","-8.82611903735449","-9.68031514564838","-11.3632461372245"
"2000-04-13","-8.3043710409447","-8.832830906544","-11.8497307076272","-11.3636242468243"
"2000-04-14","-6.25963011866812","-8.37474487835305","-9.92775701321932","-10.4845532198633"
